S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
17,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 6: Women's and Children's Health,Childhood Immunizations | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=YEYl_txzbpg
18,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 6: Women's and Children's Health,Adolescent Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=Ve7d3E0x3sA
19,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 6: Women's and Children's Health,Complex Humanitarian Emergencies | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=F3PM8NddDvk
20,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 7: Communicable Diseases,Emerging & Reemerging Infectious Diseases + Anti-microbial Resistance | Essentials of Global Health,https://www.youtube.com/watch?v=vsS2-aQ1DY8
21,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 7: Communicable Diseases,HIV | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=ZmFTG19a9Ec
22,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 7: Communicable Diseases,Tuberculosis | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=Ywp9KpqUTpk
23,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 7: Communicable Diseases,Malaria | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=bvUC_zweBRc
24,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 8: Non-Communicable Diseases and Injuries,Neglected Tropical Diseases | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=COc78C4U1Ik
25,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 8: Non-Communicable Diseases and Injuries,Noncommunicable Diseases | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=VQEJqWKoS_0
26,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 8: Non-Communicable Diseases and Injuries,Cancer and Diabetes | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=5rY4VomHoNk
27,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 9: Global Health Innovations & Future Challenges,Tobacco and Alcohol | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=cRMe-Ebf478
28,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 9: Global Health Innovations & Future Challenges,Mental Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=lIBPou2xM8s
29,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 9: Global Health Innovations & Future Challenges,Unintentional Injuries | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=2lpoBVGAWRc
30,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 10: Public Health in Focus,Science and Technology for Global Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=Squ8Yuncoaw
31,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 10: Public Health in Focus,Key Challenges for the Future of Public Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=KITjdlNXpRo
32,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 10: Public Health in Focus,COVID: the Quintessential Public Health Problem | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=x2yu-N5lTxk
33,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 10: Public Health in Focus,Intersectoral Approaches for Better Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=LY6tetuV-6Y
34,Public Health,Essentials of Global Health,,12th,English/Hindi,Module 10: Public Health in Focus,Critical Challenges in Global Health | Essentials of Global Health with Richard Skolnik,https://www.youtube.com/watch?v=B7Z881cpicM
